Nonthaburi,Chiang Mai,500
Nonthaburi,Nakhon Ratchasima,190
Nonthaburi,Bangkok,22
Hat Yai,Chiang Mai,1230
Hat Yai,Nakhon Ratchasima,919
Hat Yai,Bangkok,731
Chiang Mai,Nakhon Ratchasima,592
Chiang Mai,Bangkok,522
Nakhon Ratchasima,Bangkok,206
Viet Tri,Buon Me Thuot,1560
Viet Tri,Long Xuyen,1885
Viet Tri,Rach Gia,1962
Viet Tri,Ca Mau,2054
Viet Tri,Thai Nguyen,96
Viet Tri,Vinh,403
Viet Tri,Qui Nhon,1270
Viet Tri,Hue,808
Viet Tri,Bien Hoa,1973
Viet Tri,Can Tho,1885
Viet Tri,Haiphong,169
Viet Tri,Da Nang,921
Viet Tri,Hanoi,89
Viet Tri,Ho Chi Minh City,1642
Buon Me Thuot,Long Xuyen,688
Buon Me Thuot,Rach Gia,763
Buon Me Thuot,Ca Mau,796
Buon Me Thuot,Thai Nguyen,1540
Buon Me Thuot,Vinh,1160
Buon Me Thuot,Qui Nhon,397
Buon Me Thuot,Hue,765
Buon Me Thuot,Bien Hoa,415
Buon Me Thuot,Can Tho,627
Buon Me Thuot,Haiphong,1559
Buon Me Thuot,Da Nang,660
Buon Me Thuot,Hanoi,1495
Buon Me Thuot,Ho Chi Minh City,440
Long Xuyen,Rach Gia,118
Long Xuyen,Ca Mau,259
Long Xuyen,Thai Nguyen,1868
Long Xuyen,Vinh,1501
Long Xuyen,Qui Nhon,976
Long Xuyen,Hue,1454
Long Xuyen,Bien Hoa,323
Long Xuyen,Can Tho,94
Long Xuyen,Haiphong,1887
Long Xuyen,Da Nang,1349
Long Xuyen,Hanoi,1823
